nom,category_id,categorie,prix_initial,prix_optimal,stock,date_expiration,jours_avant_expiration,supermarche,zone
Glace fraise,6,Surgelés,4.200,,,,,Monoprix,Tunisie
Glace pistache,6,Surgelés,4.500,,,,,Monoprix,Tunisie
Glace caramel,6,Surgelés,4.500,,,,,Monoprix,Tunisie
Cornet glace,6,Surgelés,3.200,,,,,Monoprix,Tunisie
Bâtonnet glacé,6,Surgelés,3.800,,,,,Monoprix,Tunisie
Sorbet citron,6,Surgelés,4.600,,,,,Monoprix,Tunisie
Sorbet fraise,6,Surgelés,4.600,,,,,Monoprix,Tunisie
Sorbet mangue,6,Surgelés,4.800,,,,,Monoprix,Tunisie
Mix fruits rouges surgelés,6,Surgelés,9.500,,,,,Monoprix,Tunisie
Mangue surgelée,6,Surgelés,10.200,,,,,Monoprix,Tunisie
Fraise surgelée,6,Surgelés,9.800,,,,,Monoprix,Tunisie
Ananas surgelé,6,Surgelés,10.000,,,,,Monoprix,Tunisie
Smoothie mix surgelé,6,Surgelés,11.500,,,,,Monoprix,Tunisie
Pâte feuilletée surgelée,6,Surgelés,4.900,,,,,Monoprix,Tunisie
Pâte brisée surgelée,6,Surgelés,4.700,,,,,Monoprix,Tunisie
Pâte à pizza surgelée,6,Surgelés,4.500,,,,,Monoprix,Tunisie
Pâte sablée surgelée,6,Surgelés,5.200,,,,,Monoprix,Tunisie
Mini pizzas surgelées,6,Surgelés,6.800,,,,,Monoprix,Tunisie
Mini quiches surgelées,6,Surgelés,7.200,,,,,Monoprix,Tunisie
Quiche lorraine surgelée,6,Surgelés,8.400,,,,,Monoprix,Tunisie
Tarte légumes surgelée,6,Surgelés,7.900,,,,,Monoprix,Tunisie
Gratin légumes surgelé,6,Surgelés,7.600,,,,,Monoprix,Tunisie
Poulet rôti surgelé,6,Surgelés,12.800,,,,,Monoprix,Tunisie
Dinde rôtie surgelée,6,Surgelés,13.200,,,,,Monoprix,Tunisie
Filet de poisson surgelé,6,Surgelés,14.500,,,,,Monoprix,Tunisie
Mix fruits de mer,6,Surgelés,15.200,,,,,Monoprix,Tunisie
Burger poisson surgelé,6,Surgelés,8.900,,,,,Monoprix,Tunisie
Burger poulet surgelé,6,Surgelés,8.700,,,,,Monoprix,Tunisie
Burger végétarien surgelé,6,Surgelés,9.200,,,,,Monoprix,Tunisie
Wrap poulet surgelé,6,Surgelés,7.500,,,,,Monoprix,Tunisie
Wrap viande surgelé,6,Surgelés,7.800,,,,,Monoprix,Tunisie
Wrap végétarien surgelé,6,Surgelés,7.200,,,,,Monoprix,Tunisie
Panini fromage surgelé,6,Surgelés,6.900,,,,,Monoprix,Tunisie
Panini poulet surgelé,6,Surgelés,7.200,,,,,Monoprix,Tunisie
Panini thon surgelé,6,Surgelés,7.400,,,,,Monoprix,Tunisie
Pack pizza promo,6,Surgelés,12.000,9.900,,,,Monoprix,Tunisie
Pack glaces promo,6,Surgelés,10.000,8.500,,,,Monoprix,Tunisie
Pack nuggets promo,6,Surgelés,9.500,7.900,,,,Monoprix,Tunisie
Pack légumes promo,6,Surgelés,8.000,6.800,,,,Monoprix,Tunisie
Glaçons alimentaires,6,Surgelés,2.500,,,,,Monoprix,Tunisie
Glaçons cubes,6,Surgelés,2.700,,,,,Monoprix,Tunisie
Glaçons pilés,6,Surgelés,2.900,,,,,Monoprix,Tunisie
Dessert glacé,6,Surgelés,5.500,,,,,Monoprix,Tunisie
Crème glacée premium,6,Surgelés,12.500,,,,,Monoprix,Tunisie
Glace familiale,6,Surgelés,14.000,,,,,Monoprix,Tunisie
Mini glaces pack,6,Surgelés,9.800,,,,,Monoprix,Tunisie
Bûche glacée,6,Surgelés,16.500,,,,,Monoprix,Tunisie
Gâteau glacé,6,Surgelés,17.200,,,,,Monoprix,Tunisie
Dessert chocolat glacé,6,Surgelés,6.200,,,,,Monoprix,Tunisie
Dessert caramel glacé,6,Surgelés,6.400,,,,,Monoprix,Tunisie
Dessert fruits glacé,6,Surgelés,6.300,,,,,Monoprix,Tunisie
Croque pizza Croustillante,6,Surgelés,6.590,,,,,Carrefour,Sfax
Petits pois fins,6,Surgelés,6.890,,,,,Carrefour,Sfax
Roulé au fromage,6,Surgelés,7.590,,,,,Carrefour,Sfax
Frites surgelées Crinkle,6,Surgelés,7.990,,,,,Carrefour,Sfax
Figurines de merlan pannées,6,Surgelés,10.990,,,,,Carrefour,Sfax
Glace duo chocolat au lait,6,Surgelés,13.690,,,,,Carrefour,Sfax
Glace duo cerise et chocolat,6,Surgelés,13.690,,,,,Carrefour,Sfax
Glace duo pistache noisette,6,Surgelés,13.690,,,,,Carrefour,Sfax
Glace caramel Crunch,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée pralinée,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée cookies,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée aux fruits,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée double chocolat,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée fraise naturelle,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée vanille,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée tiramisu,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée amande moka,6,Surgelés,17.590,,,,,Carrefour,Sfax
Filets de poisson surgelés,6,Surgelés,19.990,,,,,Carrefour,Sfax
Glace familiale vanille Boules d'or,6,Surgelés,12.490,,,,,Carrefour,Sfax
Crevettes décortiquées,6,Surgelés,10.890,,,,,Carrefour,Sfax
Mélange légumes mexicain,6,Surgelés,9.290,,,,,Carrefour,Sfax
Nuggets de poulet,6,Surgelés,8.780,,,,,Carrefour,Sfax
Escalope de poulet panée,6,Surgelés,11.190,,,,,Carrefour,Sfax
Nuggets de poulet SADIA,6,Surgelés,8.790,,,,,Carrefour,Sfax
Anneaux de calamars panés,6,Surgelés,35.300,,,,,Carrefour,Sfax
Anneaux de calamars,6,Surgelés,29.990,,,,,Carrefour,Sfax
Cordon bleu,6,Surgelés,10.490,,,,,Carrefour,Sfax
Pâte feuilletée FORNETTO,6,Surgelés,6.980,,,,,Carrefour,Sfax
Pâte feuilletée NAPOLIS,6,Surgelés,6.490,,,,,Carrefour,Sfax
Bâtonnets de poisson,6,Surgelés,15.580,,,,,Carrefour,Sfax
Croque pizza Croustillante,6,Surgelés,6.590,,,,,Carrefour,Sfax
Petits pois fins,6,Surgelés,6.890,,,,,Carrefour,Sfax
Roulé au fromage,6,Surgelés,7.590,,,,,Carrefour,Sfax
Frites surgelées Crinkle,6,Surgelés,7.990,,,,,Carrefour,Sfax
Figurines de merlan pannées,6,Surgelés,10.990,,,,,Carrefour,Sfax
Glace duo chocolat au lait,6,Surgelés,13.690,,,,,Carrefour,Sfax
Glace duo cerise chocolat,6,Surgelés,13.690,,,,,Carrefour,Sfax
Glace duo pistache noisette,6,Surgelés,13.690,,,,,Carrefour,Sfax
Glace caramel Crunch 1L,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée pralinée 1L,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée cookies 1L,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée fruits 1L,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée chocolat 1L,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée fraise 1L,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée vanille 1L,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée tiramisu,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée amande moka,6,Surgelés,17.590,,,,,Carrefour,Sfax
Filets de poisson surgelés,6,Surgelés,19.990,,,,,Carrefour,Sfax
Glace familiale vanille,6,Surgelés,12.490,,,,,Carrefour,Sfax
Crevettes décortiquées,6,Surgelés,10.890,,,,,Carrefour,Sfax
Mélange légumes mexicain,6,Surgelés,9.290,,,,,Carrefour,Sfax
Nuggets poulet EL MAZRAA,6,Surgelés,8.780,,,,,Carrefour,Sfax
Escalope poulet panée,6,Surgelés,11.190,,,,,Carrefour,Sfax
Nuggets poulet SADIA,6,Surgelés,8.790,,,,,Carrefour,Sfax
Anneaux calamars panés,6,Surgelés,35.300,,,,,Carrefour,Sfax
Anneaux calamars,6,Surgelés,29.990,,,,,Carrefour,Sfax
Cordon bleu,6,Surgelés,10.490,,,,,Carrefour,Sfax
Pâte feuilletée FORNETTO,6,Surgelés,6.980,,,,,Carrefour,Sfax
Pâte feuilletée NAPOLIS 500g,6,Surgelés,6.490,,,,,Carrefour,Sfax
Bâtonnets poisson,6,Surgelés,15.580,,,,,Carrefour,Sfax
Macédoine légumes,6,Surgelés,9.990,,,,,Carrefour,Sfax
Frites Golden Longs,6,Surgelés,15.180,,,,,Carrefour,Sfax
Frites Tradition,6,Surgelés,14.780,,,,,Carrefour,Sfax
Pâte feuilletée NAPOLIS 250g,6,Surgelés,4.990,,,,,Carrefour,Sfax
Stick glace fruits rouges,6,Surgelés,4.690,,,,,Carrefour,Sfax
Barre glace caramel,6,Surgelés,2.790,,,,,Carrefour,Sfax
Glace noisette,6,Surgelés,4.690,,,,,Carrefour,Sfax
Barre Peanut Surprise,6,Surgelés,2.790,,,,,Carrefour,Sfax
Glace familiale chocolat,6,Surgelés,12.490,,,,,Carrefour,Sfax
Glace familiale pistache,6,Surgelés,12.490,,,,,Carrefour,Sfax
Glace familiale citron,6,Surgelés,12.490,,,,,Carrefour,Sfax
Glace cappuccino,6,Surgelés,14.500,,,,,Carrefour,Sfax
Glace vanille IGLOO,6,Surgelés,12.790,,,,,Carrefour,Sfax
Glace citron ESKIMO,6,Surgelés,11.800,,,,,Carrefour,Sfax
Glace chocolat ESKIMO,6,Surgelés,11.800,,,,,Carrefour,Sfax
Glace cookies stick,6,Surgelés,3.400,,,,,Carrefour,Sfax
Glace chocolat liégeois,6,Surgelés,14.500,,,,,Carrefour,Sfax
Glace pistache PANAME,6,Surgelés,14.500,,,,,Carrefour,Sfax
Glace fraisier,6,Surgelés,14.500,,,,,Carrefour,Sfax
Glace vanille ESKIMO,6,Surgelés,11.800,,,,,Carrefour,Sfax
Glace caramel Crunch 500ml,6,Surgelés,13.990,,,,,Carrefour,Sfax
Crème glacée fruits 500ml,6,Surgelés,13.990,,,,,Carrefour,Sfax
Sorbet framboise,6,Surgelés,13.990,,,,,Carrefour,Sfax
Sorbet mangue,6,Surgelés,13.990,,,,,Carrefour,Sfax
Glace pistache ESKIMO,6,Surgelés,11.800,,,,,Carrefour,Sfax
Stick glace espresso,6,Surgelés,4.690,,,,,Carrefour,Sfax
Glace yoghurt mango,6,Surgelés,13.990,,,,,Carrefour,Sfax
Stick glace chocolat amande,6,Surgelés,5.490,,,,,Carrefour,Sfax
Crème glacée chocolat 500ml,6,Surgelés,13.990,,,,,Carrefour,Sfax
Crème glacée pralinée 500ml,6,Surgelés,13.990,,,,,Carrefour,Sfax
Petits pois fins,6,Surgelés,6.890,,,,,Carrefour,Sfax
Roulé au fromage,6,Surgelés,7.590,,,,,Carrefour,Sfax
Frites surgelées Crinkle,6,Surgelés,7.990,,,,,Carrefour,Sfax
Figurines de merlan panées,6,Surgelés,10.990,,,,,Carrefour,Sfax
Glace duo chocolat au lait,6,Surgelés,13.690,,,,,Carrefour,Sfax
Glace duo cerise et chocolat,6,Surgelés,13.690,,,,,Carrefour,Sfax
Glace duo pistache noisette,6,Surgelés,13.690,,,,,Carrefour,Sfax
Glace caramel Crunch,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée pralinée,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée cookies,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée aux fruits,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée double chocolat,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée fraise naturelle,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée vanille,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée tiramisu,6,Surgelés,17.590,,,,,Carrefour,Sfax
Crème glacée amande moka,6,Surgelés,17.590,,,,,Carrefour,Sfax
Filets de poisson surgelés,6,Surgelés,19.990,,,,,Carrefour,Sfax
Glace familiale vanille,6,Surgelés,12.490,,,,,Carrefour,Sfax
Crevettes décortiquées,6,Surgelés,10.890,,,,,Carrefour,Sfax
Mélange légumes mexicain,6,Surgelés,9.290,,,,,Carrefour,Sfax
Nuggets de poulet EL MAZRAA,6,Surgelés,8.780,,,,,Carrefour,Sfax
Escalope poulet panée,6,Surgelés,11.190,,,,,Carrefour,Sfax
Nuggets de poulet SADIA,6,Surgelés,8.790,,,,,Carrefour,Sfax
Anneaux de calamars panés,6,Surgelés,35.300,,,,,Carrefour,Sfax
Anneaux de calamars,6,Surgelés,29.990,,,,,Carrefour,Sfax
Cordon bleu,6,Surgelés,10.490,,,,,Carrefour,Sfax
Pâte feuilletée FORNETTO,6,Surgelés,6.980,,,,,Carrefour,Sfax
Pâte feuilletée NAPOLIS,6,Surgelés,6.490,,,,,Carrefour,Sfax
Bâtonnets de poisson,6,Surgelés,15.580,,,,,Carrefour,Sfax
Macédoine de légumes,6,Surgelés,9.990,,,,,Carrefour,Sfax
Frites Golden Longs,6,Surgelés,15.180,,,,,Carrefour,Sfax
Frites Tradition,6,Surgelés,14.780,,,,,Carrefour,Sfax
Stick crème glacée fruits des bois,6,Surgelés,4.690,,,,,Carrefour,Sfax
Barre crème glacée caramel,6,Surgelés,2.790,,,,,Carrefour,Sfax
Glace noisette,6,Surgelés,4.690,,,,,Carrefour,Sfax
Barre Peanut Surprise,6,Surgelés,2.790,,,,,Carrefour,Sfax
Glace familiale chocolat,6,Surgelés,12.490,,,,,Carrefour,Sfax
Glace familiale pistache,6,Surgelés,12.490,,,,,Carrefour,Sfax
Glace familiale citron,6,Surgelés,12.490,,,,,Carrefour,Sfax
Glace cappuccino,6,Surgelés,14.500,,,,,Carrefour,Sfax
Glace vanille IGLOO,6,Surgelés,12.790,,,,,Carrefour,Sfax
Glace citron ESKIMO,6,Surgelés,11.800,,,,,Carrefour,Sfax
Glace chocolat ESKIMO,6,Surgelés,11.800,,,,,Carrefour,Sfax
Glace cookies croquants,6,Surgelés,3.400,,,,,Carrefour,Sfax
Glace chocolat liégeois,6,Surgelés,14.500,,,,,Carrefour,Sfax
Glace pistache PANAME,6,Surgelés,14.500,,,,,Carrefour,Sfax
Glace fraisier,6,Surgelés,14.500,,,,,Carrefour,Sfax
Glace saveur vanille,6,Surgelés,11.800,,,,,Carrefour,Sfax
Glace caramel Crunch,6,Surgelés,13.990,,,,,Carrefour,Sfax
Crème glacée aux fruits,6,Surgelés,13.990,,,,,Carrefour,Sfax
Glace sorbet framboise,6,Surgelés,13.990,,,,,Carrefour,Sfax
Sorbet mangue,6,Surgelés,13.990,,,,,Carrefour,Sfax
Glace saveur pistache,6,Surgelés,11.800,,,,,Carrefour,Sfax
Stick crème glacée crispy expresso,6,Surgelés,4.690,,,,,Carrefour,Sfax
Glace yoghurt mango,6,Surgelés,13.990,,,,,Carrefour,Sfax
Stick chocolat amande light,6,Surgelés,5.490,,,,,Carrefour,Sfax
Crème glacée chocolat,6,Surgelés,13.990,,,,,Carrefour,Sfax
Crème glacée pralinée,6,Surgelés,13.990,,,,,Carrefour,Sfax
Crème glacée fraise naturelle,6,Surgelés,13.990,,,,,Carrefour,Sfax
Glace vanille pot,6,Surgelés,13.990,,,,,Carrefour,Sfax
Glace chocolat noisette,6,Surgelés,11.800,,,,,Carrefour,Sfax
Glace fraise,6,Surgelés,11.800,,,,,Carrefour,Sfax
Cornet Pralines & Cream,6,Surgelés,4.680,,,,,Carrefour,Sfax
Glace familiale citron 5L,6,Surgelés,31.990,,,,,Carrefour,Sfax
Barre chocolatée glacée,6,Surgelés,1.250,,,,,Carrefour,Sfax
Glace familiale fraise 5L,6,Surgelés,31.990,,,,,Carrefour,Sfax
Glace familiale moka 5L,6,Surgelés,31.990,,,,,Carrefour,Sfax
Glace familiale vanille 5L,6,Surgelés,31.990,,,,,Carrefour,Sfax
Glace familiale chocolat 5L,6,Surgelés,31.990,,,,,Carrefour,Sfax
Glace familiale pistache 5L,6,Surgelés,31.990,,,,,Carrefour,Sfax
Glace fraise 500ml,6,Surgelés,7.400,,,,,Carrefour,Sfax
Glace vanille 500ml,6,Surgelés,7.400,,,,,Carrefour,Sfax
Glace chocolat 500ml,6,Surgelés,7.400,,,,,Carrefour,Sfax
Glace pistache 500ml,6,Surgelés,7.400,,,,,Carrefour,Sfax
Glace familiale noisette 5L,6,Surgelés,31.990,,,,,Carrefour,Sfax
Glace cône fraise,6,Surgelés,4.680,,,,,Carrefour,Sfax
Glace cône vanille IGLOO,6,Surgelés,2.690,,,,,Carrefour,Sfax
Glace cône King Kone,6,Surgelés,2.690,,,,,Carrefour,Sfax
Fraises congelées,6,Surgelés,16.790,,,,,Carrefour,Sfax
Crevettes décortiquées 400g,6,Surgelés,16.280,,,,,Carrefour,Sfax
Cordon bleu CUISTO,6,Surgelés,10.390,,,,,Carrefour,Sfax
Pâte brisée NAPOLIS,6,Surgelés,6.290,,,,,Carrefour,Sfax
Maïs grains,6,Surgelés,8.980,,,,,Carrefour,Sfax
Nuggets crispy kids,6,Surgelés,9.120,,,,,Carrefour,Sfax
Steak haché poulet,6,Surgelés,7.230,,,,,Carrefour,Sfax
Glace caramel low calories,6,Surgelés,14.590,,,,,Carrefour,Sfax
Glace beurre cacahuète,6,Surgelés,14.590,,,,,Carrefour,Sfax
Glace Birthday Cake,6,Surgelés,14.590,,,,,Carrefour,Sfax
Haricots verts surgelés,6,Surgelés,6.390,,,,,Carrefour,Sfax
Chicken Fries Mini Chef,6,Surgelés,12.790,,,,,Carrefour,Sfax
Poisson pané 800g,6,Surgelés,25.290,,,,,Carrefour,Sfax
Anneaux calamars panés 500g,6,Surgelés,21.900,,,,,Carrefour,Sfax
Chicken nuggets 170g,6,Surgelés,6.100,,,,,Carrefour,Sfax
Kabeb de dinde,6,Surgelés,7.690,,,,,Carrefour,Sfax
Glace cookies croquant,6,Surgelés,14.500,,,,,Carrefour,Sfax
Chevrettes décortiquées,6,Surgelés,24.990,,,,,Carrefour,Sfax
Cordon bleu CHAHIA,6,Surgelés,13.880,,,,,Carrefour,Sfax
Steak haché boeuf,6,Surgelés,26.290,,,,,Carrefour,Sfax
Poisson pané 400g,6,Surgelés,17.990,,,,,Carrefour,Sfax
Glace caramel pralin,6,Surgelés,14.500,,,,,Carrefour,Sfax
Roulé fromage,6,Surgelés,7.190,,,,,Carrefour,Sfax
Boulette de dinde,6,Surgelés,8.280,,,,,Carrefour,Sfax
Filet pangasius,6,Surgelés,21.410,,,,,Carrefour,Sfax
Salade fruits de mer,6,Surgelés,15.630,,,,,Carrefour,Sfax
Glace Strawberry cheesecake,6,Surgelés,13.990,,,,,Carrefour,Sfax
Glace tiramisu,6,Surgelés,13.990,,,,,Carrefour,Sfax
Glace chocolat OLA,6,Surgelés,12.490,,,,,Carrefour,Sfax
Glace citron OLA,6,Surgelés,12.490,,,,,Carrefour,Sfax
Crevettes panées,6,Surgelés,18.280,,,,,Carrefour,Sfax
Glace fraise OLA,6,Surgelés,12.490,,,,,Carrefour,Sfax
Glace pistache OLA,6,Surgelés,12.490,,,,,Carrefour,Sfax
Glace vanille OLA,6,Surgelés,12.490,,,,,Carrefour,Sfax
Crevettes royales,6,Surgelés,34.900,,,,,Carrefour,Sfax
Stick crème glacée blanc,6,Surgelés,3.400,,,,,Carrefour,Sfax
Glace spéculoos,6,Surgelés,3.090,,,,,Carrefour,Sfax
Glace chocolat liégeois mini,6,Surgelés,3.090,,,,,Carrefour,Sfax
Glace cône vanille chocolat,6,Surgelés,3.400,,,,,Carrefour,Sfax
Glace cône vanille fraise,6,Surgelés,3.400,,,,,Carrefour,Sfax
Glace stick chocolat gourmand,6,Surgelés,3.400,,,,,Carrefour,Sfax
Glace stick belgian chocolaté,6,Surgelés,4.690,,,,,Carrefour,Sfax
Salade russe,6,Surgelés,6.780,,,,,Carrefour,Sfax
Glace stick aux amandes,6,Surgelés,4.690,,,,,Carrefour,Sfax
Glace stick Raspberry,6,Surgelés,4.690,,,,,Carrefour,Sfax
Glace stick à la mangue,6,Surgelés,4.690,,,,,Carrefour,Sfax
Tubes de calamars,6,Surgelés,24.980,,,,,Carrefour,Sfax
Cordon bleu,6,Surgelés,8.250,,,,,Carrefour,Sfax
Kefta de dinde,6,Surgelés,5.780,,,,,Carrefour,Sfax
Chicken Nuggets,6,Surgelés,11.300,,,,,Carrefour,Sfax
Chicken Nuggets,6,Surgelés,8.490,,,,,Carrefour,Sfax
Cordon bleu,6,Surgelés,12.290,,,,,Carrefour,Sfax
Hamburger de dinde,6,Surgelés,17.900,,,,,Carrefour,Sfax
Mais doux,6,Surgelés,12.590,,,,,Carrefour,Sfax
Glace Brownies,6,Surgelés,4.190,,,,,Carrefour,Sfax
Glace Butter pecan LONDON DAIRY,6,Surgelés,4.690,,,,,Carrefour,Sfax
Glace familiale fraise Boules d'or,6,Surgelés,12.490,,,,,Carrefour,Sfax
Glace familiale noisettes Boules d'or,6,Surgelés,12.490,,,,,Carrefour,Sfax
Steak haché de beauf,6,Surgelés,9.190,,,,,Carrefour,Sfax
Chicken popcorn,6,Surgelés,9.280,,,,,Carrefour,Sfax
Glace Magnum aux amandes,6,Surgelés,7.890,,,,,Carrefour,Sfax
Glace double chocolat,6,Surgelés,7.890,,,,,Carrefour,Sfax
Glace stick Classic,6,Surgelés,7.890,,,,,Carrefour,Sfax
Glace Magnum double caramel,6,Surgelés,7.890,,,,,Carrefour,Sfax
Glace aux cookies,6,Surgelés,7.890,,,,,Carrefour,Sfax
Multipack Mini glace aux amandes et blanc,6,Surgelés,33.890,,,,,Carrefour,Sfax
Multipack Mini glace aux amandes et cookies,6,Surgelés,33.890,,,,,Carrefour,Sfax
Multipack Mini glace Double Caramel Chocolat,6,Surgelés,33.890,,,,,Carrefour,Sfax
Glace au chocolat,6,Surgelés,4.680,,,,,Carrefour,Sfax
Glace Coconutello,6,Surgelés,4.680,,,,,Carrefour,Sfax
Glace au chocolat caramel,6,Surgelés,4.680,,,,,Carrefour,Sfax
Chicken nuggets,6,Surgelés,15.250,,,,,Carrefour,Sfax
Viande Hamburger,6,Surgelés,17.980,,,,,Carrefour,Sfax
Pâte feuilletée étalée,6,Surgelés,5.280,,,,,Carrefour,Sfax
Pâte brisée étalée,6,Surgelés,6.490,,,,,Carrefour,Sfax
Petit pois,6,Surgelés,6.520,,,,,Carrefour,Sfax
Anneaux de calamars,6,Surgelés,23.860,,,,,Carrefour,Sfax
Calamar entier nettoyé,6,Surgelés,32.990,,,,,Carrefour,Sfax
Crevettes décortiquées,6,Surgelés,18.790,,,,,Carrefour,Sfax
Salade de fruits de mer,6,Surgelés,19.990,,,,,Carrefour,Sfax
Kefta de dinde CHAHIA,6,Surgelés,4.220,,,,,Carrefour,Sfax
Anneaux de calamars congelés FAKAM,6,Surgelés,9.990,,,,,Carrefour,Sfax
Frites surgelées HOT & SPICY,6,Surgelés,5.990,,,,,Carrefour,Sfax
Burger à la viande de dinde kwika,6,Surgelés,4.790,,,,,Carrefour,Sfax
Nuggets de poulet,6,Surgelés,9.500,,,,,Carrefour,Sfax
Burger pané,6,Surgelés,8.280,,,,,Carrefour,Sfax
Fruits de mer,6,Surgelés,15.800,,,,,Carrefour,Sfax
Escalope de poulet panée,6,Surgelés,28.500,,,,,Carrefour,Sfax
Pomme frites,6,Surgelés,9.680,,,,,Carrefour,Sfax
Frites surgelées,6,Surgelés,26.990,,,,,Carrefour,Sfax
Petit pois,6,Surgelés,11.290,,,,,Carrefour,Sfax
Hamburger de dinde,6,Surgelés,11.780,,,,,Carrefour,Sfax
Calamar congelé,6,Surgelés,27.900,,,,,Carrefour,Sfax
Escalope de dinde panée,6,Surgelés,12.230,,,,,Carrefour,Sfax
Seiche nettoyée et congelée,6,Surgelés,26.500,,,,,Carrefour,Sfax
Poulpe congelé en tranche,6,Surgelés,31.600,,,,,Carrefour,Sfax
Minis sorbets pêche abricot myrtille pina colada,6,Surgelés,21.000,,,,,Carrefour,Sfax
Mini sorbets chocolat trio noisette,6,Surgelés,22.900,,,,,Carrefour,Sfax
Glace en cornet à la cacahuète,6,Surgelés,4.190,,,,,Carrefour,Sfax
Glace en cornet chocolat,6,Surgelés,4.190,,,,,Carrefour,Sfax
Glace Stick Magnum Double Berries,6,Surgelés,7.890,,,,,Carrefour,Sfax
Glace stick chocolat caramel popcorn,6,Surgelés,5.900,,,,,Carrefour,Sfax
Glace stick mango noix de coco,6,Surgelés,5.900,,,,,Carrefour,Sfax
Glace cornet chocolat noisette,6,Surgelés,4.190,,,,,Carrefour,Sfax
Lot de mini glaces sticks mixtes,6,Surgelés,29.250,,,,,Carrefour,Sfax
Lot de mini glaces sticks mixtes,6,Surgelés,26.900,,,,,Carrefour,Sfax
Filet de merlan pané,6,Surgelés,15.990,,,,,Carrefour,Sfax
Minis glaces double black tiramisu noisette,6,Surgelés,27.000,,,,,Carrefour,Sfax
Stick sorbé exotique,6,Surgelés,4.600,,,,,Carrefour,Sfax
Glace au chocolat en cornet,6,Surgelés,2.950,,,,,Carrefour,Sfax
Glace en cornet caramel,6,Surgelés,2.950,,,,,Carrefour,Sfax
Anneaux de calamars panés congelés,6,Surgelés,18.180,,,,,Carrefour,Sfax
Glace 1 boule,6,Surgelés,1.129,,,,,Carrefour,Sfax
Glace 2 boules,6,Surgelés,1.449,,,,,Carrefour,Sfax
Glace 3 boules,6,Surgelés,6.900,,,,,Carrefour,Sfax
Crevettes décortiquées congelées,6,Surgelés,55.000,,,,,Carrefour,Sfax
Glace saveur cookies,6,Surgelés,3.490,,,,,Carrefour,Sfax
Petit pois fins surgelés,6,Surgelés,7.990,,,,,Carrefour,Sfax
Pâte feuilletée surgelée,6,Surgelés,3.990,,,,,Carrefour,Sfax
Escalope de poulet panée,6,Surgelés,13.950,,,,,Carrefour,Sfax
Calamars nettoyés surgelés,6,Surgelés,29.900,,,,,Carrefour,Sfax
Crevettes décortiquées,6,Surgelés,7.290,,,,,Carrefour,Sfax
Anneaux de calamars panés,6,Surgelés,11.550,,,,,Carrefour,Sfax
Crevettes entières,6,Surgelés,16.990,,,,,Carrefour,Sfax
Crevettes panées surgelées,6,Surgelés,25.390,,,,,Carrefour,Sfax
Crevettes panées,6,Surgelés,13.990,,,,,Carrefour,Sfax
Filets de poissons panés,6,Surgelés,17.290,,,,,Carrefour,Sfax
Surimi de crabes en morceaux surgelés,6,Surgelés,11.280,,,,,Carrefour,Sfax
Bâtonnets de crabes congelés,6,Surgelés,10.380,,,,,Carrefour,Sfax
Moules décortiquées,6,Surgelés,26.500,,,,,Carrefour,Sfax
Glace au chocolat caramel,6,Surgelés,4.680,,,,,Carrefour,Sfax
Chicken nuggets 500g,6,Surgelés,15.250,,,,,Carrefour,Sfax
Viande hamburger EL MAZRAA,6,Surgelés,17.980,,,,,Carrefour,Sfax
Pâte feuilletée étalée,6,Surgelés,5.280,,,,,Carrefour,Sfax
Pâte brisée étalée,6,Surgelés,6.490,,,,,Carrefour,Sfax
Petit pois VIRTO,6,Surgelés,6.520,,,,,Carrefour,Sfax
Anneaux de calamars OCEAN FRESH,6,Surgelés,23.860,,,,,Carrefour,Sfax
Calamar entier nettoyé,6,Surgelés,32.990,,,,,Carrefour,Sfax
Crevettes décortiquées MIMA,6,Surgelés,18.790,,,,,Carrefour,Sfax
Salade de fruits de mer,6,Surgelés,19.990,,,,,Carrefour,Sfax
Kefta de dinde CHAHIA,6,Surgelés,4.220,,,,,Carrefour,Sfax
