nom,category_id,categorie,prix_initial,prix_optimal,stock,date_expiration,jours_avant_expiration,supermarche,zone
VITALAIT Yaourt brassé,1,Produits Laitiers,0.620,,,,,Monoprix,Tunisie
VITALAIT Yaourt brassé,1,Produits Laitiers,0.620,,,,,Monoprix,Tunisie
DELICE Spécialité laitière brassée,1,Produits Laitiers,0.660,,,,,Monoprix,Tunisie
DELICE Spécialité laitière brassée,1,Produits Laitiers,0.660,,,,,Monoprix,Tunisie
DELICE Spécialité laitière brassée,1,Produits Laitiers,0.660,,,,,Monoprix,Tunisie
DELICE Yaourt à boire,1,Produits Laitiers,0.750,,,,,Monoprix,Tunisie
DELICE Yaourt à boire,1,Produits Laitiers,0.750,,,,,Monoprix,Tunisie
NATILAIT Crème dessert,1,Produits Laitiers,0.780,,,,,Monoprix,Tunisie
NATILAIT Crème dessert,1,Produits Laitiers,0.780,,,,,Monoprix,Tunisie

VITALAIT Yaourt aux fruits,1,Produits Laitiers,0.830,,,,,Monoprix,Tunisie
DELICE DANONE Yaourt aux fruits,1,Produits Laitiers,0.850,,,,,Monoprix,Tunisie
DELICE DANONE Yaourt aux fruits,1,Produits Laitiers,0.850,,,,,Monoprix,Tunisie
VIT UP Yaourt à boire,1,Produits Laitiers,0.860,,,,,Monoprix,Tunisie
ACTIVIA Yaourt aux fruits,1,Produits Laitiers,0.870,,,,,Monoprix,Tunisie
VITALAIT Yaourt brassé,1,Produits Laitiers,0.870,,,,,Monoprix,Tunisie
DELICE DANONE Yaourt aux fruits,1,Produits Laitiers,0.870,,,,,Monoprix,Tunisie
VITALAIT BIFI Yaourt,1,Produits Laitiers,0.910,,,,,Monoprix,Tunisie
Y'AB Yaourt à boire,1,Produits Laitiers,1.000,0.930,,,,Monoprix,Tunisie
NATILAIT Yaourt à boire,1,Produits Laitiers,0.940,,,,,Monoprix,Tunisie
NATILAIT Yaourt à boire,1,Produits Laitiers,0.940,,,,,Monoprix,Tunisie
VIT UP Yaourt à boire,1,Produits Laitiers,0.940,,,,,Monoprix,Tunisie
VIT UP Yaourt à boire,1,Produits Laitiers,0.940,,,,,Monoprix,Tunisie
NATILAIT Yaourt à boire,1,Produits Laitiers,0.940,,,,,Monoprix,Tunisie
NATILAIT Yaourt à boire,1,Produits Laitiers,0.940,,,,,Monoprix,Tunisie
DANUP Yaourt à boire,1,Produits Laitiers,0.960,,,,,Monoprix,Tunisie
DANUP Yaourt à boire,1,Produits Laitiers,0.960,,,,,Monoprix,Tunisie
DELICE Yaourt à la grecque,1,Produits Laitiers,0.980,,,,,Monoprix,Tunisie
DELICE Yaourt à la grecque,1,Produits Laitiers,0.980,,,,,Monoprix,Tunisie
DELICE Yaourt à la grecque,1,Produits Laitiers,0.980,,,,,Monoprix,Tunisie
VITALAIT Yaourt à la grecque,1,Produits Laitiers,0.980,,,,,Monoprix,Tunisie
GRECOS Yaourt à la grecque,1,Produits Laitiers,1.030,0.980,,,,Monoprix,Tunisie
VITALAIT Fromage blanc,1,Produits Laitiers,0.990,,,,,Monoprix,Tunisie
DANETTE Yaourt,1,Produits Laitiers,1.000,,,,,Monoprix,Tunisie
DELICE DANONE Yaourt,1,Produits Laitiers,1.110,,,,,Monoprix,Tunisie
YAB Yaourt mix,1,Produits Laitiers,1.140,,,,,Monoprix,Tunisie
YAB Yaourt mix,1,Produits Laitiers,1.140,,,,,Monoprix,Tunisie
DELICE DANONE Yaourt Skyr,1,Produits Laitiers,1.200,,,,,Monoprix,Tunisie
DELICE DANONE Yaourt Skyr,1,Produits Laitiers,1.200,,,,,Monoprix,Tunisie
NATILAIT Yaourt brassé,1,Produits Laitiers,1.210,,,,,Monoprix,Tunisie
NATILAIT Yaourt brassé,1,Produits Laitiers,1.210,,,,,Monoprix,Tunisie
NATILAIT Yaourt à boire,1,Produits Laitiers,1.220,,,,,Monoprix,Tunisie
VIT UP Yaourt à boire,1,Produits Laitiers,1.220,,,,,Monoprix,Tunisie
VIT UP Yaourt à boire,1,Produits Laitiers,1.220,,,,,Monoprix,Tunisie
VITUP MAX Yaourt à boire,1,Produits Laitiers,1.220,,,,,Monoprix,Tunisie
DANUP Yaourt à boire,1,Produits Laitiers,1.220,,,,,Monoprix,Tunisie
DANUP Yaourt à boire,1,Produits Laitiers,1.220,,,,,Monoprix,Tunisie
DANUP Yaourt à boire,1,Produits Laitiers,1.290,,,,,Monoprix,Tunisie
DANUP Yaourt à boire,1,Produits Laitiers,1.290,,,,,Monoprix,Tunisie
VANOISE Crème dessert,1,Produits Laitiers,1.580,,,,,Monoprix,Tunisie
VANOISE Crème dessert,1,Produits Laitiers,1.680,,,,,Monoprix,Tunisie
NATILAIT Spécialité laitière brassée,1,Produits Laitiers,1.820,,,,,Monoprix,Tunisie
TIP TOP Yaourt à boire,1,Produits Laitiers,1.860,,,,,Monoprix,Tunisie

NATILAIT Spécialité laitière,1,Produits Laitiers,1.920,,,,,Monoprix,Tunisie
VANOISE Crème dessert,1,Produits Laitiers,1.930,,,,,Monoprix,Tunisie
DELICE Yaourt à boire,1,Produits Laitiers,1.940,,,,,Monoprix,Tunisie
DELICE Yaourt à boiree,1,Produits Laitiers,1.940,,,,,Monoprix,Tunisie
VITALAIT Yaourt à boire,1,Produits Laitiers,1.940,,,,,Monoprix,Tunisie
VITALAIT Yaourt à boire,1,Produits Laitiers,1.940,,,,,Monoprix,Tunisie
