nom,category_id,categorie,prix_initial,prix_optimal,stock,date_expiration,jours_avant_expiration,supermarche,zone
Chocolat Maestro aux Amandes 100g,5,Épicerie,4.5,,,,,Otrity,Tunisie
Chocolat Noir aux Noisettes Maestro 100g,5,Épicerie,4.5,,,,,Otrity,Tunisie
Chocolat Noir fourré à la crème de Noisette Maestro Passion 240gr,5,Épicerie,13.2,,,,,Otrity,Tunisie
Chocolat Noir Maestro 100 gr,5,Épicerie,4.404,,,,,Otrity,Tunisie
Chocolat noir Maestro 30g,5,Épicerie,1.65,,,,,Otrity,Tunisie
Mini Chocoline Said 150g,5,Épicerie,4.332,,,,,Otrity,Tunisie
Chocoline Said 300g,5,Épicerie,7.44,,,,,Otrity,Tunisie
Chorba Fric 500g,5,Épicerie,2.52,,,,,Otrity,Tunisie
Chorba Fric Pasteurisé Randa 250g,5,Épicerie,1.228,,,,,Otrity,Tunisie
Chorba Fric Pasteurisé Warda 250g,5,Épicerie,1.228,,,,,Otrity,Tunisie
Chorba Langue d’Oiseau n°1 Randa 250g,5,Épicerie,0.41,,,,,Otrity,Tunisie
Chorba Langue d’Oiseau n°1 Randa 500g,5,Épicerie,0.41,,,,,Otrity,Tunisie
Chorba Millet Randa 250g,5,Épicerie,0.41,,,,,Otrity,Tunisie
Concentré de Tomates Jouda 800g,5,Épicerie,4.5,,,,,Otrity,Tunisie
Concentré de Tomates Jouda 400g,5,Épicerie,2.615,,,,,Otrity,Tunisie
Concentré de Tomates Le Petit Paris 800g,5,Épicerie,4.5,,,,,Otrity,Tunisie
Concentré de Tomates Le Petit Paris 400g,5,Épicerie,2.75,,,,,Otrity,Tunisie
Concentré de Tomates SICAM 400g,5,Épicerie,2.65,,,,,Otrity,Tunisie
Concentré de Tomates SICAM 800g,5,Épicerie,4.5,,,,,Otrity,Tunisie
Concentré de Tomates Carthage 800g,5,Épicerie,4.5,,,,,Otrity,Tunisie
Concentré de Tomates Tucal 400g,5,Épicerie,2.654,,,,,Otrity,Tunisie
Concentré de Tomates Tucal 800g,5,Épicerie,4.5,,,,,Otrity,Tunisie
Cookies SAIDA   136GR Cacao – Aux pépites de chocolatt,5,Épicerie,2.556,,,,,Otrity,Tunisie
Cookies SAIDA   136GR Aux pépites de chocolat,5,Épicerie,2.556,,,,,Otrity,Tunisie
Couscous Diari moyen,5,Épicerie,0.795,,,,,Otrity,Tunisie
Couscous Diari fin,5,Épicerie,0.795,,,,,Otrity,Tunisie
Couscous Diari Moyen 1kg,5,Épicerie,0.795,,,,,Otrity,Tunisie
Couscous Randa Moyen 1kg,5,Épicerie,0.795,,,,,Otrity,Tunisie
Couscous Fin Randa 1kg,5,Épicerie,0.795,,,,,Otrity,Tunisie
Couscous Fin Warda,5,Épicerie,0.795,,,,,Otrity,Tunisie
Couscous Moyen Warda,5,Épicerie,0.795,,,,,Otrity,Tunisie
Crème à Tartiner Saïd 180gr,5,Épicerie,4.96,,,,,Otrity,Tunisie
Crème aux noisettes et Biscuit Junior Said,5,Épicerie,1.9,,,,,Otrity,Tunisie
Crème Chocolat Smart Chef,5,Épicerie,0.69,,,,,Otrity,Tunisie
Crème Pâtissière goût chocolat 40g LA PÂTISSIERE,5,Épicerie,0.9,,,,,Otrity,Tunisie
Crème Pâtissière goût vanille 40g LA PÂTISSIERE,5,Épicerie,0.853,,,,,Otrity,Tunisie
Crisponuts 35g,5,Épicerie,1.2,,,,,Otrity,Tunisie
Croissant Snapy Chocolat,5,Épicerie,0.8,,,,,Otrity,Tunisie
Croissant Snapy tout Chocolat,5,Épicerie,1.038,,,,,Otrity,Tunisie
Croustina Black white 35gr,5,Épicerie,0.522,,,,,Otrity,Tunisie
Croustina Cacao Vanille 35g,5,Épicerie,0.522,,,,,Otrity,Tunisie
Croustina Chocolat 35g,5,Épicerie,0.522,,,,,Otrity,Tunisie
Croustina Lait 35g,5,Épicerie,0.522,,,,,Otrity,Tunisie
Croustina Saida au Cacao Vanille 33g/ pack de 6,5,Épicerie,3.132,,,,,Otrity,Tunisie
Croustina Saida au Chocolat 100gr,5,Épicerie,1.387,,,,,Otrity,Tunisie
Croustina Saida au chocolat 33g/ pack de 6,5,Épicerie,3.132,,,,,Otrity,Tunisie
Croustina Saida au lait,5,Épicerie,1.388,,,,,Otrity,Tunisie
Croustina Saida au lait 33g/ pack de 6,5,Épicerie,3.132,,,,,Otrity,Tunisie
Croustina Saida goût Cacao-Vanille,5,Épicerie,1.388,,,,,Otrity,Tunisie
Double concentré de Tomates Zgolli 135g,5,Épicerie,1.4,,,,,Otrity,Tunisie
Double concentré de Tomates Zgolli 400g,5,Épicerie,2.7,,,,,Otrity,Tunisie
Double concentré de Tomates Zgolli 800g,5,Épicerie,4.5,,,,,Otrity,Tunisie
Falfoul Dino Dinosaures 24 un,5,Épicerie,17.22,,,,,Otrity,Tunisie
Farine Baklawa Randa,5,Épicerie,3.3,,,,,Otrity,Tunisie
Farine Kaak Warka Randa,5,Épicerie,3.7,,,,,Otrity,Tunisie
Farine pizza warda,5,Épicerie,2.88,,,,,Otrity,Tunisie
Farine pour Pizza Randa,5,Épicerie,3.12,,,,,Otrity,Tunisie
Farine ps-7 Randa,5,Épicerie,0.84,,,,,Otrity,Tunisie
Farines Warda,5,Épicerie,0.85,,,,,Otrity,Tunisie
Feuilles de brick  Samsa Sambosah El Gamra,5,Épicerie,1.32,,,,,Otrity,Tunisie
Fusilli intégrale Blé Complet Warda,5,Épicerie,1.548,,,,,Otrity,Tunisie
Gâteau BREAK pack de 4,5,Épicerie,2.295,,,,,Otrity,Tunisie
Gâteaux au chocolat Prince pack de 4,5,Épicerie,2.629,,,,,Otrity,Tunisie
Gaucho,5,Épicerie,0.292,,,,,Otrity,Tunisie
Gaucho Saida Goût Chocolat 10un,5,Épicerie,2.916,,,,,Otrity,Tunisie
Gaufrettes Saida crème de Noisettes,5,Épicerie,1.096,,,,,Otrity,Tunisie
Gaufrettes Saida goût Chocolat,5,Épicerie,1.096,,,,,Otrity,Tunisie
Gaufrettes Saida goût fraise,5,Épicerie,1.096,,,,,Otrity,Tunisie
Gaufrettes Saida goût vanille,5,Épicerie,1.096,,,,,Otrity,Tunisie
Gros Sel,5,Épicerie,0.78,,,,,Otrity,Tunisie
Haricots Blanc Cap d’or 400g,5,Épicerie,3.27,,,,,Otrity,Tunisie
Harissa du Cap Bon Neblia 135g,5,Épicerie,1.734,,,,,Otrity,Tunisie
Harissa sans conservateurs du CAP BON SICAM 135g,5,Épicerie,1.92,,,,,Otrity,Tunisie
Harissa sans conservateurs du CAP BON SICAM 380g,5,Épicerie,3.45,,,,,Otrity,Tunisie
Hlalem 100% semoule de blé dur Diari,5,Épicerie,2.15,,,,,Otrity,Tunisie
Huile de friture Chafia 0.9L,5,Épicerie,4.5,,,,,Otrity,Tunisie
Huile de friture Chafia 5L,5,Épicerie,23.9,,,,,Otrity,Tunisie
Huile de Friture Cristal 0.9l,5,Épicerie,5.16,,,,,Otrity,Tunisie
Huile de Friture Cristal 1.8L,5,Épicerie,11.59,,,,,Otrity,Tunisie
Huile de maïs Chafia 1.8L,5,Épicerie,13.8,,,,,Otrity,Tunisie
Huile de Maïs Cristal 5L,5,Épicerie,26.0,,,,,Otrity,Tunisie
Huile de Maïs Shefia 5L,5,Épicerie,25.8,,,,,Otrity,Tunisie
Huile Friture Cristal 5L,5,Épicerie,23.9,,,,,Otrity,Tunisie
Levure Boulangére 13g   La Pâtissière,5,Épicerie,0.416,,,,,Otrity,Tunisie
Levure Chimique 13gr  LA PÂTISSIERE,5,Épicerie,0.266,,,,,Otrity,Tunisie
Levure Chimique Smart Chef,5,Épicerie,0.18,,,,,Otrity,Tunisie
Major Chocolat,5,Épicerie,1.647,,,,,Otrity,Tunisie
Major Vanille,5,Épicerie,1.647,,,,,Otrity,Tunisie
Masfouf Diari 1kg,5,Épicerie,0.795,,,,,Otrity,Tunisie
Mayonnaise Fine et Douce Lesieur,5,Épicerie,9.86,,,,,Otrity,Tunisie
Mayonnaise Fine et Douce Lesieur,5,Épicerie,5.7,,,,,Otrity,Tunisie
Mayonnaise Jadida 240ml,5,Épicerie,5.49,,,,,Otrity,Tunisie
Mayonnaise Jadida 480ml,5,Épicerie,7.08,,,,,Otrity,Tunisie
Miel traditionnel Sedra 500g /عسل حر السدرة ل,5,Épicerie,39.0,,,,,Otrity,Tunisie
Mini Croquettes TOM,5,Épicerie,0.61,,,,,Otrity,Tunisie
Mini Tuc 30gr,5,Épicerie,0.772,,,,,Otrity,Tunisie
Momento Chocolat 38g,5,Épicerie,1.09,,,,,Otrity,Tunisie
Muffin Chocolat Saïda,5,Épicerie,0.73,,,,,Otrity,Tunisie
Nescafé Classic 190g,5,Épicerie,36.0,,,,,Otrity,Tunisie
Nescafé Classic 45g,5,Épicerie,11.76,,,,,Otrity,Tunisie
Nescafé Classic 90g,5,Épicerie,21.84,,,,,Otrity,Tunisie
Nouasser Traditionnel Warda 500g,5,Épicerie,1.87,,,,,Otrity,Tunisie
Pack de 3 Chocolats Momento,5,Épicerie,3.268,,,,,Otrity,Tunisie
Palet aux Pépites de Chocolat Saïda 130gr,5,Épicerie,2.347,,,,,Otrity,Tunisie
Palet pur Beurre Saïda 126gr,5,Épicerie,1.794,,,,,Otrity,Tunisie
Pâte à Tartiner Chocolat Noisette Saïd 500g,5,Épicerie,8.61,,,,,Otrity,Tunisie
Pâte à Tartiner Chocolat Noisettes Saïd 1Kg,5,Épicerie,15.0,,,,,Otrity,Tunisie
Pâtes Bucatini Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Cavatoni 1 Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Cavatoni 2 Randa,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Cavatoni 3 Randa,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Cheveux d’ange Randa,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes coquillage Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Coude 1 Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Coude 2 Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Coude n°2 Warda,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Escargot 1 Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Escargot 2 Randa,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Escargot n°1 Warda,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Escargot n°2 Warda,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Farfalle n°1 Warda,5,Épicerie,1.16,,,,,Otrity,Tunisie
Pâtes Farfalle n°2 Warda,5,Épicerie,1.16,,,,,Otrity,Tunisie
Pâtes Fell 1 Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Fell 2 Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Fell 3 Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Fell n°1 Warda,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Fell n°2 Warda,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Fell n°3 Warda,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes lasagne Randa 500g,5,Épicerie,2.084,,,,,Otrity,Tunisie
Pâtes lasagne Warda 500g,5,Épicerie,2.09,,,,,Otrity,Tunisie
Pâtes M’hammas fin Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes M’hammas Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Nouille 1 Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Nouille 2 Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Nouilles n°2 Warda,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Papillon n°1 Randa,5,Épicerie,1.12,,,,,Otrity,Tunisie
Pâtes Papillon n°2 Randa,5,Épicerie,1.12,,,,,Otrity,Tunisie
Pâtes Plume courte Warda,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Plumes courtes Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Plumes longues Randa,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes ressort Randa,5,Épicerie,0.45,,,,,Otrity,Tunisie
Pâtes Ressort Warda,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Spaghetti 1 Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Spaghetti 2 Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Spaghetti 3 Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Pâtes Spaghetti n°1 Warda,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Spaghetti n°2 Warda,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Spaghetti n°3 Warda,5,Épicerie,0.43,,,,,Otrity,Tunisie
Pâtes Tagliatelle Randa n°1,5,Épicerie,1.422,,,,,Otrity,Tunisie
Pâtes Tagliatelle Randa n°2,5,Épicerie,1.422,,,,,Otrity,Tunisie
Pâtes Tagliatelle Warda n°1,5,Épicerie,1.42,,,,,Otrity,Tunisie
Pâtes Tagliatelle Warda n°2,5,Épicerie,1.42,,,,,Otrity,Tunisie
Pâtes vermicelle Randa,5,Épicerie,0.41,,,,,Otrity,Tunisie
Plum-Cakes Saïda,5,Épicerie,0.512,,,,,Otrity,Tunisie
Plume au blé Complet Randa,5,Épicerie,1.59,,,,,Otrity,Tunisie
Pois chiche Cap d’or 400g,5,Épicerie,3.35,,,,,Otrity,Tunisie
Poudre Instantanée Chocoline Said 13 gr,5,Épicerie,0.425,,,,,Otrity,Tunisie
Préparation pour crème pâtissière goût Vanille Smart Chef,5,Épicerie,0.68,,,,,Otrity,Tunisie
Prince Mini Gâteau 30gr,5,Épicerie,0.68,,,,,Otrity,Tunisie
Ricoré 100g,5,Épicerie,15.12,,,,,Otrity,Tunisie
Ricoré 260g,5,Épicerie,27.9,,,,,Otrity,Tunisie
Riz thailandais 1kg,5,Épicerie,3.5,,,,,Otrity,Tunisie
Sablito tout chocolat,5,Épicerie,1.961,,,,,Otrity,Tunisie
Said Junior aux Dragées,5,Épicerie,1.7,,,,,Otrity,Tunisie
Saida Extra cacaotés,5,Épicerie,2.191,,,,,Otrity,Tunisie
Sardines à la Tomate Sidi Daoud,5,Épicerie,2.75,,,,,Otrity,Tunisie
Sauce Pizza au Basilic et Origan SICAM,5,Épicerie,2.63,,,,,Otrity,Tunisie
Sauce Pizza Jouda 400g,5,Épicerie,2.621,,,,,Otrity,Tunisie
Sel fin 1kg,5,Épicerie,1.08,,,,,Otrity,Tunisie
Semoule Fin Warda,5,Épicerie,0.79,,,,,Otrity,Tunisie
Semoule fine Randa,5,Épicerie,0.79,,,,,Otrity,Tunisie
Semoule grosse Randa,5,Épicerie,0.79,,,,,Otrity,Tunisie
Semoule moyenne Randa,5,Épicerie,0.79,,,,,Otrity,Tunisie
Spaghetti intégrale Blé Complet Warda,5,Épicerie,1.548,,,,,Otrity,Tunisie
Sucre en Buchettes 150 Un,5,Épicerie,5.3,,,,,Otrity,Tunisie
Sucre en morceaux,5,Épicerie,4.3,,,,,Otrity,Tunisie
Sucre Glace Randa 750gr,5,Épicerie,5.64,,,,,Otrity,Tunisie
Sucre Vanille Smart Chef,5,Épicerie,0.16,,,,,Otrity,Tunisie
Tartelettes Saida aux Chocolat,5,Épicerie,1.929,,,,,Otrity,Tunisie
Thé vert à la menthe SPIPA,5,Épicerie,2.964,,,,,Otrity,Tunisie
Thon à l’huile d’olive Sidi Daoud 160g,5,Épicerie,8.34,,,,,Otrity,Tunisie
Thon à l’huile végétale Sidi Daoud 160g,5,Épicerie,5.64,,,,,Otrity,Tunisie
Thon entier a l’huile d’olive Sidi Daoud 160g,5,Épicerie,7.0,,,,,Otrity,Tunisie
Thon entier à l’Huile d’Olive Sidi Daoud 400g,5,Épicerie,15.6,,,,,Otrity,Tunisie
Thon entier à l’huile d’olives El Badr 400g,5,Épicerie,15.0,,,,,Otrity,Tunisie
Thon entier à l’huile d’olives El Manar 160g,5,Épicerie,8.8,,,,,Otrity,Tunisie
Thon entier à l’huile d’olives  Fnar 160g rouge,5,Épicerie,8.04,,,,,Otrity,Tunisie
Thon entier à l’huile d’olive extra Fnar 400g vert,5,Épicerie,16.8,,,,,Otrity,Tunisie
Thon entier à l’huile d’olives La Goulette – 160g,5,Épicerie,8.04,,,,,Otrity,Tunisie
Thon entier à l’huile d’olives La Goulette 400g,5,Épicerie,15.5,,,,,Otrity,Tunisie
Thon entier à l’huile végétale Fnar 160g jaune,5,Épicerie,5.7,,,,,Otrity,Tunisie
Thon entier à l’huile végétale Fnar 400g,5,Épicerie,11.76,,,,,Otrity,Tunisie
Thon entier à l’huile végétale Fnar- 2.050 kg,5,Épicerie,48.0,,,,,Otrity,Tunisie
Thon entier à l’huile végétale La Goulette 160g,5,Épicerie,5.9,,,,,Otrity,Tunisie
Thon entier à l’huile végétale La Goulette 400g,5,Épicerie,12.0,,,,,Otrity,Tunisie
Thon entier à l’huile végétale Sidi Ali 140g,5,Épicerie,3.624,,,,,Otrity,Tunisie
Thon entier à l’huile végétale Sidi Ali 400g,5,Épicerie,12.0,,,,,Otrity,Tunisie
Thon entier à l’Huile Végétale Sidi Daoud 400g,5,Épicerie,13.68,,,,,Otrity,Tunisie
Thon entier A l’huile Végetale Sidi Mansour 400g,5,Épicerie,12.0,,,,,Otrity,Tunisie
Tigato kif Chocolat,5,Épicerie,1.91,,,,,Otrity,Tunisie
Tigato kif Noisette,5,Épicerie,1.788,,,,,Otrity,Tunisie
Toast  aux grains de lin,5,Épicerie,5.64,,,,,Otrity,Tunisie
Toast au son,5,Épicerie,5.64,,,,,Otrity,Tunisie
Toast au son sans sel sans sucre ajoute,5,Épicerie,5.64,,,,,Otrity,Tunisie
Toast avec Sel,5,Épicerie,5.64,,,,,Otrity,Tunisie
Toast multi-céréales,5,Épicerie,5.64,,,,,Otrity,Tunisie
Toast multi-céréales 0% sans Sel et sucre ajouté,5,Épicerie,5.64,,,,,Otrity,Tunisie
Toast sans sel,5,Épicerie,5.64,,,,,Otrity,Tunisie
Tomates pelées cubées SICAM,5,Épicerie,2.63,,,,,Otrity,Tunisie
Tomates Pelées Entières SICAM,5,Épicerie,2.53,,,,,Otrity,Tunisie
Tuc Pocket 32gr,5,Épicerie,0.782,,,,,Otrity,Tunisie
Verveine Infusion SPIPA,5,Épicerie,3.798,,,,,Otrity,Tunisie
Vinaigre 1L,5,Épicerie,2.6,,,,,Otrity,Tunisie
Vinaigre Blanc 1L,5,Épicerie,2.6,,,,,Otrity,Tunisie
Vinaigre  Philippe Desseaux 1L,5,Épicerie,4.5,,,,,Otrity,Tunisie
Vinaigre blanc Philippe Desseaux 1L,5,Épicerie,4.5,,,,,Otrity,Tunisie
X-plose,5,Épicerie,1.19,,,,,Otrity,Tunisie
X-plose Triple Choc,5,Épicerie,1.19,,,,,Otrity,Tunisie
